date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:27:14	16800/16800	---M--	200	added ('OK')	font/woff	etag:%225e3d6685-41a0%22	http://marvin.malyarchuk.space/webfonts/fa-regular-400.woff	C:/Users/Lenovo/Downloads/demoweb/marvin.malyarchuk.space/webfonts/fa-regular-400.woff	(from http://marvin.malyarchuk.space/css/plugins/font-awesome.css)
21:27:16	34390/34390	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225e3d6685-8656%22	http://marvin.malyarchuk.space/webfonts/fa-regular-400.eot?	C:/Users/Lenovo/Downloads/demoweb/marvin.malyarchuk.space/webfonts/fa-regular-400d41d.eot	(from http://marvin.malyarchuk.space/css/plugins/font-awesome.css)
21:27:16	144322/144322	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225e3d6685-233c2%22	http://marvin.malyarchuk.space/webfonts/fa-regular-400.svg	C:/Users/Lenovo/Downloads/demoweb/marvin.malyarchuk.space/webfonts/fa-regular-400.svg	(from http://marvin.malyarchuk.space/css/plugins/font-awesome.css)
21:27:20	34092/34092	---M--	200	added ('OK')	application/octet-stream	etag:%225e3d6685-852c%22	http://marvin.malyarchuk.space/webfonts/fa-regular-400.ttf	C:/Users/Lenovo/Downloads/demoweb/marvin.malyarchuk.space/webfonts/fa-regular-400.ttf	(from http://marvin.malyarchuk.space/css/plugins/font-awesome.css)
21:27:29	76120/76120	---M--	200	added ('OK')	font/woff2	etag:%225e3d6685-12958%22	http://marvin.malyarchuk.space/webfonts/fa-solid-900.woff2	C:/Users/Lenovo/Downloads/demoweb/marvin.malyarchuk.space/webfonts/fa-solid-900.woff2	(from http://marvin.malyarchuk.space/css/plugins/font-awesome.css)
21:27:36	99004/99004	---M--	200	added ('OK')	font/woff	etag:%225e3d6685-182bc%22	http://marvin.malyarchuk.space/webfonts/fa-solid-900.woff	C:/Users/Lenovo/Downloads/demoweb/marvin.malyarchuk.space/webfonts/fa-solid-900.woff	(from http://marvin.malyarchuk.space/css/plugins/font-awesome.css)
21:27:47	194078/194078	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225e3d6685-2f61e%22	http://marvin.malyarchuk.space/webfonts/fa-solid-900.eot	C:/Users/Lenovo/Downloads/demoweb/marvin.malyarchuk.space/webfonts/fa-solid-900.eot	(from http://marvin.malyarchuk.space/css/plugins/font-awesome.css)
21:28:06	194078/194078	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225e3d6685-2f61e%22	http://marvin.malyarchuk.space/webfonts/fa-solid-900.eot?	C:/Users/Lenovo/Downloads/demoweb/marvin.malyarchuk.space/webfonts/fa-solid-900d41d.eot	(from http://marvin.malyarchuk.space/css/plugins/font-awesome.css)
21:28:06	849240/849240	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225e3d6686-cf558%22	http://marvin.malyarchuk.space/webfonts/fa-solid-900.svg	C:/Users/Lenovo/Downloads/demoweb/marvin.malyarchuk.space/webfonts/fa-solid-900.svg	(from http://marvin.malyarchuk.space/css/plugins/font-awesome.css)
21:28:13	193792/193792	---M--	200	added ('OK')	application/octet-stream	etag:%225e3d6685-2f500%22	http://marvin.malyarchuk.space/webfonts/fa-solid-900.ttf	C:/Users/Lenovo/Downloads/demoweb/marvin.malyarchuk.space/webfonts/fa-solid-900.ttf	(from http://marvin.malyarchuk.space/css/plugins/font-awesome.css)
21:28:15	53408/53408	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225dda8c83-d0a0%22	http://marvin.malyarchuk.space/webfonts/feather.eot?t=1525787366991	C:/Users/Lenovo/Downloads/demoweb/marvin.malyarchuk.space/webfonts/feathere8ab.eot	(from http://marvin.malyarchuk.space/css/plugins/feather.css)
21:28:16	53244/53244	---M--	200	added ('OK')	application/octet-stream	etag:%225dda8c85-cffc%22	http://marvin.malyarchuk.space/webfonts/feather.ttf?t=1525787366991	C:/Users/Lenovo/Downloads/demoweb/marvin.malyarchuk.space/webfonts/feathere8ab.ttf	(from http://marvin.malyarchuk.space/css/plugins/feather.css)
21:28:16	3793/3793	---MC-	424	error ('Failed%20Dependency')	text/html	date:Tue,%2026%20Apr%202022%2015:58:14%20GMT	http://marvin.malyarchuk.space/css/plugins/images/layers.png	C:/Users/Lenovo/Downloads/demoweb/marvin.malyarchuk.space/css/plugins/images/layers.png	(from http://marvin.malyarchuk.space/css/plugins/map.css)
21:28:16	181664/181664	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225dda8c87-2c5a0%22	http://marvin.malyarchuk.space/webfonts/feather.svg?t=1525787366991	C:/Users/Lenovo/Downloads/demoweb/marvin.malyarchuk.space/webfonts/feathere8ab.svg	(from http://marvin.malyarchuk.space/css/plugins/feather.css)
21:28:17	3793/3793	---MC-	424	error ('Failed%20Dependency')	text/html	date:Tue,%2026%20Apr%202022%2015:58:15%20GMT	http://marvin.malyarchuk.space/css/plugins/images/layers-2x.png	C:/Users/Lenovo/Downloads/demoweb/marvin.malyarchuk.space/css/plugins/images/layers-2x.png	(from http://marvin.malyarchuk.space/css/plugins/map.css)
21:28:17	3793/3793	---MC-	424	error ('Failed%20Dependency')	text/html	date:Tue,%2026%20Apr%202022%2015:58:16%20GMT	http://marvin.malyarchuk.space/css/plugins/images/marker-icon.png	C:/Users/Lenovo/Downloads/demoweb/marvin.malyarchuk.space/css/plugins/images/marker-icon.png	(from http://marvin.malyarchuk.space/css/plugins/map.css)
21:28:18	3793/3793	---MC-	424	error ('Failed%20Dependency')	text/html	date:Tue,%2026%20Apr%202022%2015:58:17%20GMT	http://marvin.malyarchuk.space/css/plugins/owl.video.play.png	C:/Users/Lenovo/Downloads/demoweb/marvin.malyarchuk.space/css/plugins/owl.video.play.png	(from http://marvin.malyarchuk.space/css/plugins/owl-carousel-min.css)
21:28:41	139796/139796	---M--	200	added ('OK')	image/jpeg	etag:%225e38b021-22214%22	http://marvin.malyarchuk.space/img/slider/slide-2.jpg	C:/Users/Lenovo/Downloads/demoweb/marvin.malyarchuk.space/img/slider/slide-2.jpg	(from http://marvin.malyarchuk.space/css/style-dark.css)
21:28:42	3793/3793	---MC-	424	error ('Failed%20Dependency')	text/html	date:Tue,%2026%20Apr%202022%2015:58:41%20GMT	http://marvin.malyarchuk.space/img/home-bg.jpg	C:/Users/Lenovo/Downloads/demoweb/marvin.malyarchuk.space/img/home-bg.61.delayed	(from http://marvin.malyarchuk.space/css/style-light.css)
21:28:43	3170/3170	---MCZ	200	added ('OK')	text/css	etag:W/%225e627261-c62%22	http://marvin.malyarchuk.space/css/settings/rtl.css	C:/Users/Lenovo/Downloads/demoweb/marvin.malyarchuk.space/css/settings/rtl.css	(from http://marvin.malyarchuk.space/rtl/ind-rtl-particles.html)
21:28:43	3793/3793	---MC-	424	error ('Failed%20Dependency')	text/html	date:Tue,%2026%20Apr%202022%2015:58:42%20GMT	http://marvin.malyarchuk.space/ind-rtl-particles.html	C:/Users/Lenovo/Downloads/demoweb/marvin.malyarchuk.space/ind-rtl-particles.63.delayed	(from http://marvin.malyarchuk.space/rtl/ind-rtl-particles.html)
21:28:44	3793/3793	---MC-	424	error ('Failed%20Dependency')	text/html	date:Tue,%2026%20Apr%202022%2015:58:43%20GMT	http://marvin.malyarchuk.space/rtl/blog-list.html	C:/Users/Lenovo/Downloads/demoweb/marvin.malyarchuk.space/rtl/blog-list.html	(from http://marvin.malyarchuk.space/rtl/ind-rtl-particles.html)
21:28:45	2771/2771	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e03a3ce-ad3%22	http://marvin.malyarchuk.space/js/plugins/jquery.animatedheadline.min.js	C:/Users/Lenovo/Downloads/demoweb/marvin.malyarchuk.space/js/plugins/jquery.animatedheadline.min.js	(from http://marvin.malyarchuk.space/rtl/ind-rtl-particles.html)
21:28:45	35696/35696	---MCZ	200	added ('OK')	text/html	etag:W/%225e62385f-8b70%22	http://marvin.malyarchuk.space/rtl/blog-rtl-list.html	C:/Users/Lenovo/Downloads/demoweb/marvin.malyarchuk.space/rtl/blog-rtl-list.html	(from http://marvin.malyarchuk.space/blog-list.html)
21:28:47	193199/193199	---M--	200	added ('OK')	image/jpeg	etag:%225e38b021-2f2af%22	http://marvin.malyarchuk.space/img/slider/slide-1.jpg	C:/Users/Lenovo/Downloads/demoweb/marvin.malyarchuk.space/img/slider/slide-1.jpg	(from http://marvin.malyarchuk.space/css/style-dark.css)
21:28:48	3793/3793	---MC-	424	error ('Failed%20Dependency')	text/html	date:Tue,%2026%20Apr%202022%2015:58:47%20GMT	http://marvin.malyarchuk.space/	C:/Users/Lenovo/Downloads/demoweb/marvin.malyarchuk.space/index.html	(from http://marvin.malyarchuk.space/blog-list.html)
21:28:58	258158/258158	---M--	200	added ('OK')	image/jpeg	etag:%225e38b021-3f06e%22	http://marvin.malyarchuk.space/img/slider/slide-3.jpg	C:/Users/Lenovo/Downloads/demoweb/marvin.malyarchuk.space/img/slider/slide-3.jpg	(from http://marvin.malyarchuk.space/css/style-dark.css)
21:29:36	315377/315377	---M--	200	added ('OK')	image/jpeg	etag:%225d6e1c9b-4cff1%22	http://marvin.malyarchuk.space/img/blog/post/blog-1.jpg	C:/Users/Lenovo/Downloads/demoweb/marvin.malyarchuk.space/img/blog/post/blog-1.jpg	(from http://marvin.malyarchuk.space/blog-list.html)
21:29:55	438074/438074	---M--	200	added ('OK')	image/jpeg	etag:%225e529b51-6af3a%22	http://marvin.malyarchuk.space/img/blog-bg.jpg	C:/Users/Lenovo/Downloads/demoweb/marvin.malyarchuk.space/img/blog-bg.jpg	(from http://marvin.malyarchuk.space/blog-list.html)
21:30:05	410277/410277	---M--	200	added ('OK')	image/jpeg	etag:%225d6e1c9f-642a5%22	http://marvin.malyarchuk.space/img/blog/post/blog-3.jpg	C:/Users/Lenovo/Downloads/demoweb/marvin.malyarchuk.space/img/blog/post/blog-3.jpg	(from http://marvin.malyarchuk.space/blog-list.html)
21:30:07	71846/71846	---M--	200	added ('OK')	image/jpeg	etag:%225d724f31-118a6%22	http://marvin.malyarchuk.space/img/blog/post/gallery/gallery-1.jpg	C:/Users/Lenovo/Downloads/demoweb/marvin.malyarchuk.space/img/blog/post/gallery/gallery-1.jpg	(from http://marvin.malyarchuk.space/blog-list.html)
21:30:19	79890/79890	---M--	200	added ('OK')	image/jpeg	etag:%225d724f33-13812%22	http://marvin.malyarchuk.space/img/blog/post/gallery/gallery-2.jpg	C:/Users/Lenovo/Downloads/demoweb/marvin.malyarchuk.space/img/blog/post/gallery/gallery-2.jpg	(from http://marvin.malyarchuk.space/blog-list.html)
21:30:26	613522/613522	---M--	200	added ('OK')	image/jpeg	etag:%225d6e1ca1-95c92%22	http://marvin.malyarchuk.space/img/blog/post/blog-2.jpg	C:/Users/Lenovo/Downloads/demoweb/marvin.malyarchuk.space/img/blog/post/blog-2.jpg	(from http://marvin.malyarchuk.space/blog-list.html)
21:30:26	118611/118611	---M--	200	added ('OK')	image/jpeg	etag:%225d724f39-1cf53%22	http://marvin.malyarchuk.space/img/blog/post/gallery/gallery-3.jpg	C:/Users/Lenovo/Downloads/demoweb/marvin.malyarchuk.space/img/blog/post/gallery/gallery-3.jpg	(from http://marvin.malyarchuk.space/blog-list.html)
21:30:30	335303/335303	---M--	200	added ('OK')	image/jpeg	etag:%225d6e1c9d-51dc7%22	http://marvin.malyarchuk.space/img/blog/post/blog-4.jpg	C:/Users/Lenovo/Downloads/demoweb/marvin.malyarchuk.space/img/blog/post/blog-4.jpg	(from http://marvin.malyarchuk.space/blog-list.html)
21:30:36	102804/102804	---M--	200	added ('OK')	image/jpeg	etag:%225d724f37-19194%22	http://marvin.malyarchuk.space/img/blog/post/gallery/gallery-4.jpg	C:/Users/Lenovo/Downloads/demoweb/marvin.malyarchuk.space/img/blog/post/gallery/gallery-4.jpg	(from http://marvin.malyarchuk.space/blog-list.html)
21:30:46	98483/98483	---M--	200	added ('OK')	image/jpeg	etag:%225d724f35-180b3%22	http://marvin.malyarchuk.space/img/blog/post/gallery/gallery-7.jpg	C:/Users/Lenovo/Downloads/demoweb/marvin.malyarchuk.space/img/blog/post/gallery/gallery-7.jpg	(from http://marvin.malyarchuk.space/blog-list.html)
21:30:48	31043/31043	---MCZ	200	added ('OK')	text/html	etag:W/%225e626f5d-7943%22	http://marvin.malyarchuk.space/rtl/blog-rtl-page.html	C:/Users/Lenovo/Downloads/demoweb/marvin.malyarchuk.space/rtl/blog-rtl-page.html	(from http://marvin.malyarchuk.space/blog-page.html)
21:30:49	139127/139127	---M--	200	added ('OK')	image/jpeg	etag:%225d724f3b-21f77%22	http://marvin.malyarchuk.space/img/blog/post/gallery/gallery-6.jpg	C:/Users/Lenovo/Downloads/demoweb/marvin.malyarchuk.space/img/blog/post/gallery/gallery-6.jpg	(from http://marvin.malyarchuk.space/blog-list.html)
21:30:52	19595/19595	---M--	200	added ('OK')	image/png	etag:%225c016bb0-4c8b%22	http://marvin.malyarchuk.space/img/blog/authors/author-1.png	C:/Users/Lenovo/Downloads/demoweb/marvin.malyarchuk.space/img/blog/authors/author-1.png	(from http://marvin.malyarchuk.space/blog-page.html)
21:30:52	167993/167993	---M--	200	added ('OK')	image/jpeg	etag:%225d724f41-29039%22	http://marvin.malyarchuk.space/img/blog/post/gallery/gallery-5.jpg	C:/Users/Lenovo/Downloads/demoweb/marvin.malyarchuk.space/img/blog/post/gallery/gallery-5.jpg	(from http://marvin.malyarchuk.space/blog-list.html)
21:30:53	21458/21458	---M--	200	added ('OK')	image/png	etag:%225c016bba-53d2%22	http://marvin.malyarchuk.space/img/blog/authors/author-2.png	C:/Users/Lenovo/Downloads/demoweb/marvin.malyarchuk.space/img/blog/authors/author-2.png	(from http://marvin.malyarchuk.space/blog-page.html)
21:30:54	20084/20084	---M--	200	added ('OK')	image/png	etag:%225c016bc8-4e74%22	http://marvin.malyarchuk.space/img/blog/authors/author-3.png	C:/Users/Lenovo/Downloads/demoweb/marvin.malyarchuk.space/img/blog/authors/author-3.png	(from http://marvin.malyarchuk.space/blog-page.html)
21:30:54	127840/127840	---M--	200	added ('OK')	image/jpeg	etag:%225d724f3c-1f360%22	http://marvin.malyarchuk.space/img/blog/post/gallery/gallery-8.jpg	C:/Users/Lenovo/Downloads/demoweb/marvin.malyarchuk.space/img/blog/post/gallery/gallery-8.jpg	(from http://marvin.malyarchuk.space/blog-list.html)
21:30:54	3793/3793	---MC-	424	error ('Failed%20Dependency')	text/html	date:Tue,%2026%20Apr%202022%2016:00:53%20GMT	http://marvin.malyarchuk.space/css/settings/green-color.css	C:/Users/Lenovo/Downloads/demoweb/marvin.malyarchuk.space/css/settings/green-color.css	(from http://marvin.malyarchuk.space/rtl/blog-rtl-list.html)
21:30:55	3793/3793	---MC-	424	error ('Failed%20Dependency')	text/html	date:Tue,%2026%20Apr%202022%2016:00:54%20GMT	http://marvin.malyarchuk.space/css/settings/blue-color.css	C:/Users/Lenovo/Downloads/demoweb/marvin.malyarchuk.space/css/settings/blue-color.css	(from http://marvin.malyarchuk.space/rtl/blog-rtl-list.html)
21:30:55	3793/3793	---MC-	424	error ('Failed%20Dependency')	text/html	date:Tue,%2026%20Apr%202022%2016:00:54%20GMT	http://marvin.malyarchuk.space/css/settings/red-color.css	C:/Users/Lenovo/Downloads/demoweb/marvin.malyarchuk.space/css/settings/red-color.css	(from http://marvin.malyarchuk.space/rtl/blog-rtl-list.html)
21:30:56	3793/3793	---MC-	424	error ('Failed%20Dependency')	text/html	date:Tue,%2026%20Apr%202022%2016:00:55%20GMT	http://marvin.malyarchuk.space/css/settings/purple-color.css	C:/Users/Lenovo/Downloads/demoweb/marvin.malyarchuk.space/css/settings/purple-color.css	(from http://marvin.malyarchuk.space/rtl/blog-rtl-list.html)
21:30:57	3793/3793	---MC-	424	error ('Failed%20Dependency')	text/html	date:Tue,%2026%20Apr%202022%2016:00:55%20GMT	http://marvin.malyarchuk.space/css/settings/sea-color.css	C:/Users/Lenovo/Downloads/demoweb/marvin.malyarchuk.space/css/settings/sea-color.css	(from http://marvin.malyarchuk.space/rtl/blog-rtl-list.html)
21:30:57	3793/3793	---MC-	424	error ('Failed%20Dependency')	text/html	date:Tue,%2026%20Apr%202022%2016:00:56%20GMT	http://marvin.malyarchuk.space/css/settings/yellow-color.css	C:/Users/Lenovo/Downloads/demoweb/marvin.malyarchuk.space/css/settings/yellow-color.css	(from http://marvin.malyarchuk.space/rtl/blog-rtl-list.html)
